l0,l1,l2,cycle,dsp,ii
l0,l1,l2,cycle,dsp,ii
2,2,1,50282544,6,4
2,2,1,251412634,4,20
2,2,1,50282544,6,4
2,2,1,251412634,4,20
2,2,1,50282700,2,12
2,2,1,150848054,2,36
2,2,1,20951244,12,5
2,2,1,150848054,2,36
2,2,1,37711898,12,9
2,2,1,67043389,12,16
2,2,1,37711898,12,9
2,2,1,67043389,12,16
2,2,1,37711898,12,9
2,2,1,67043389,12,16
2,2,1,37711898,12,9
2,2,1,67043389,12,16
2,2,1,37711898,12,9
2,2,1,67043389,12,16
2,2,1,37711898,12,9
2,2,1,67043389,12,16
2,2,1,37711898,12,9
2,2,1,67043389,12,16
