l0,l1,cycle,dsp,ii
1,32,25165827,2
2,16,12648474,2
4,8,6357068,2
8,4,6619208,2
1,16,25165827,2
2,8,12714010,2
4,4,6684744,2
1,32,25165827,2
2,16,12648474,2
4,8,6357068,2
8,4,6619208,2
1,16,25165827,2
2,8,12714010,2
4,4,6684744,2
